@relation energy_consumption-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute DateTime string
@attribute Consumption numeric
@attribute Production numeric
@attribute Nuclear numeric
@attribute Wind numeric
@attribute Hydroelectric numeric
@attribute Oil_and_Gas numeric
@attribute Coal numeric
@attribute Solar numeric
@attribute Biomass numeric

@data
12/07/2022?8:00,0.467517,0.375894,0.888268,0.078957,0.34703,0.362841,0.503543,0.169745,62
12/07/2022?9:00,0.505938,0.390047,0.890503,0.044766,0.34656,0.359753,0.502657,0.343887,63
12/07/2022?10:00,0.517813,0.399026,0.888268,0.032781,0.339751,0.359238,0.485828,0.488127,62
12/07/2022?11:00,0.513273,0.405418,0.881564,0.045471,0.321437,0.352033,0.498671,0.554969,62
12/07/2022?12:00,0.515368,0.400396,0.865922,0.025731,0.315332,0.346372,0.5093,0.598065,63
12/07/2022?13:00,0.533007,0.416223,0.894972,0.031371,0.349613,0.343284,0.5031,0.546174,60
12/07/2022?14:00,0.513622,0.411505,0.897207,0.037716,0.34703,0.350489,0.497786,0.508355,58
12/07/2022?15:00,0.508208,0.408918,0.894972,0.050758,0.344447,0.353062,0.497786,0.46438,61
12/07/2022?16:00,0.48533,0.400548,0.900559,0.052168,0.342099,0.356665,0.497343,0.413369,60
12/07/2022?17:00,0.490919,0.393243,0.903911,0.061685,0.354309,0.360268,0.504429,0.278804,61
12/07/2022?18:00,0.486378,0.390504,0.901676,0.078252,0.359709,0.368502,0.514615,0.168865,60
12/07/2022?19:00,0.490569,0.378177,0.905028,0.080719,0.364874,0.3649,0.519486,0.065084,62
12/07/2022?20:00,0.495809,0.371937,0.900559,0.124075,0.350082,0.366958,0.503543,0.007916,62
12/07/2022?21:00,0.518687,0.383047,0.900559,0.121607,0.363466,0.367473,0.518158,0,60
12/07/2022?22:00,0.454418,0.376198,0.900559,0.185055,0.325898,0.367988,0.4876,0,62
12/07/2022?23:00,0.366748,0.29341,0.903911,0.155093,0.214604,0.371076,0.4907,0,61
13/07/2022?0:00,0.291128,0.290823,0.906145,0.090589,0.235971,0.372105,0.521258,0,60
13/07/2022?1:00,0.261788,0.286562,0.900559,0.060627,0.247476,0.367988,0.532329,0,60
13/07/2022?2:00,0.226161,0.286867,0.901676,0.069087,0.244424,0.366958,0.528344,0,60
13/07/2022?3:00,0.234195,0.288084,0.903911,0.076137,0.242076,0.366444,0.526129,0,62
13/07/2022?4:00,0.238561,0.301628,0.907263,0.096228,0.245128,0.368502,0.532329,0,61
13/07/2022?5:00,0.234544,0.306194,0.905028,0.149806,0.23104,0.371076,0.504429,0,60
13/07/2022?6:00,0.278903,0.299041,0.90838,0.188579,0.193942,0.380854,0.492471,0.005277,58
13/07/2022?7:00,0.398009,0.380764,0.902793,0.172718,0.299836,0.399382,0.507086,0.064204,57
13/07/2022?8:00,0.46839,0.389743,0.905028,0.104336,0.320733,0.41791,0.497786,0.194371,59
13/07/2022?9:00,0.512749,0.463552,0.889385,0.083186,0.361587,0.521873,0.5155,0.320141,58
13/07/2022?10:00,0.519211,0.476183,0.890503,0.098696,0.340221,0.528049,0.4969,0.459103,59
13/07/2022?11:00,0.532833,0.507533,0.888268,0.149101,0.344917,0.487905,0.503986,0.55321,59
13/07/2022?12:00,0.541216,0.569624,0.878212,0.324639,0.327776,0.484303,0.486714,0.587511,59
13/07/2022?13:00,0.546455,0.551819,0.890503,0.404653,0.293966,0.387545,0.4907,0.561126,57
13/07/2022?14:00,0.528641,0.555014,0.873743,0.40289,0.296783,0.389604,0.4845,0.592788,58
13/07/2022?15:00,0.526022,0.579516,0.882682,0.449418,0.310402,0.388574,0.500443,0.528584,60
13/07/2022?16:00,0.511701,0.567189,0.881564,0.491364,0.296314,0.393206,0.488043,0.423043,60
13/07/2022?17:00,0.503493,0.595039,0.89162,0.619669,0.324489,0.392692,0.397697,0.330695,62
13/07/2022?18:00,0.505763,0.580277,0.869274,0.524145,0.376849,0.393721,0.449956,0.199648,61
13/07/2022?19:00,0.512749,0.553188,0.872626,0.294677,0.39352,0.564591,0.546501,0.066843,62
13/07/2022?20:00,0.51694,0.548166,0.89162,0.193514,0.465367,0.583119,0.527901,0.009675,61
13/07/2022?21:00,0.530737,0.496728,0.890503,0.101516,0.456915,0.585178,0.513729,0,61
13/07/2022?22:00,0.467342,0.428398,0.888268,0.043356,0.391406,0.590324,0.509743,0,59
13/07/2022?23:00,0.377227,0.348349,0.889385,0.047233,0.26039,0.595986,0.5124,0,62
14/07/2022?0:00,0.316801,0.357632,0.890503,0.064152,0.255224,0.600103,0.525244,0,60
14/07/2022?1:00,0.276458,0.355806,0.893855,0.112795,0.234327,0.585692,0.507972,0,61
14/07/2022?2:00,0.25131,0.377112,0.890503,0.189989,0.223292,0.584148,0.4969,0,62
14/07/2022?3:00,0.256549,0.396743,0.894972,0.22559,0.226579,0.584148,0.500886,0,60
14/07/2022?4:00,0.251659,0.411049,0.903911,0.299965,0.229631,0.50386,0.508415,0,60
14/07/2022?5:00,0.238386,0.413788,0.902793,0.34191,0.216248,0.498713,0.494686,0,60
14/07/2022?6:00,0.29008,0.409527,0.903911,0.342263,0.221648,0.458055,0.502657,0.007916,59
14/07/2022?7:00,0.396961,0.493228,0.903911,0.321819,0.341864,0.460113,0.520372,0.051891,60
14/07/2022?8:00,0.489696,0.495815,0.902793,0.17307,0.349378,0.555327,0.550487,0.187335,60
14/07/2022?9:00,0.532833,0.493532,0.872626,0.103278,0.351726,0.579002,0.545173,0.334213,61
14/07/2022?10:00,0.545582,0.517577,0.831285,0.100811,0.360648,0.569738,0.555802,0.473175,60
14/07/2022?11:00,0.55379,0.536752,0.871508,0.1276,0.342099,0.564591,0.539415,0.598945,58
14/07/2022?12:00,0.574921,0.554254,0.852514,0.128657,0.3529,0.559959,0.555802,0.646438,59
14/07/2022?13:00,0.598673,0.56445,0.870391,0.139584,0.374501,0.504889,0.575731,0.637643,58
14/07/2022?14:00,0.590465,0.556993,0.822346,0.118435,0.366988,0.555327,0.575288,0.628848,58
14/07/2022?15:00,0.570555,0.537513,0.851397,0.081777,0.366283,0.554297,0.576174,0.585752,59
14/07/2022?16:00,0.594481,0.531274,0.836872,0.060627,0.387415,0.553783,0.593446,0.501319,61
14/07/2022?17:00,0.588718,0.516512,0.842458,0.065915,0.392815,0.562532,0.573959,0.400176,61
14/07/2022?18:00,0.568809,0.497337,0.873743,0.097638,0.382954,0.58106,0.559787,0.218997,61
14/07/2022?19:00,0.561474,0.476944,0.878212,0.140289,0.360883,0.57437,0.572188,0.061566,60
14/07/2022?20:00,0.566015,0.482879,0.880447,0.17589,0.361587,0.573855,0.571302,0.006157,60
14/07/2022?21:00,0.569508,0.481814,0.887151,0.202679,0.351961,0.568708,0.55713,0,61
14/07/2022?22:00,0.534579,0.48851,0.889385,0.22982,0.341395,0.567164,0.562445,0,59
14/07/2022?23:00,0.43643,0.412114,0.894972,0.219951,0.227283,0.577972,0.556244,0,61
15/07/2022?0:00,0.347363,0.400243,0.892737,0.176243,0.23738,0.574884,0.559787,0,63
15/07/2022?1:00,0.295145,0.381221,0.899441,0.126542,0.236675,0.577458,0.564216,0,61
15/07/2022?2:00,0.26336,0.374677,0.899441,0.10927,0.236675,0.580546,0.56643,0,57
15/07/2022?3:00,0.267726,0.371176,0.901676,0.085301,0.24231,0.580546,0.573959,0,61
15/07/2022?4:00,0.26598,0.360371,0.898324,0.063447,0.239023,0.584663,0.572631,0,62
15/07/2022?5:00,0.269822,0.353219,0.900559,0.047585,0.239023,0.587236,0.570416,0,60
15/07/2022?6:00,0.306147,0.345762,0.900559,0.030314,0.23738,0.587751,0.570416,0.002639,61
15/07/2022?7:00,0.419665,0.435246,0.898324,0.016214,0.359944,0.590324,0.587688,0.055409,64
15/07/2022?8:00,0.520782,0.470552,0.897207,0.006345,0.385302,0.595471,0.573959,0.211082,63
15/07/2022?9:00,0.564094,0.492315,0.859218,0.006345,0.404085,0.58878,0.563773,0.328056,62
15/07/2022?10:00,0.587146,0.503424,0.842458,0.024321,0.378258,0.583634,0.573959,0.447669,62
15/07/2022?11:00,0.608453,0.518795,0.86257,0.039831,0.37004,0.568708,0.573959,0.537379,61
15/07/2022?12:00,0.608627,0.51636,0.834637,0.039478,0.372153,0.552239,0.583702,0.547054,61
15/07/2022?13:00,0.625742,0.540861,0.849162,0.107508,0.368866,0.549151,0.576616,0.540897,60
15/07/2022?14:00,0.595878,0.540253,0.832402,0.210434,0.357596,0.463201,0.56333,0.507476,62
15/07/2022?15:00,0.59256,0.550449,0.84581,0.264716,0.351021,0.476583,0.558016,0.430959,63
15/07/2022?16:00,0.58767,0.564602,0.852514,0.307719,0.338812,0.513124,0.54783,0.404573,61
15/07/2022?17:00,0.578065,0.56795,0.852514,0.346845,0.345621,0.546577,0.509743,0.317502,63
15/07/2022?18:00,0.583479,0.574646,0.852514,0.344378,0.369805,0.555841,0.545616,0.186456,62
15/07/2022?19:00,0.586098,0.565211,0.864804,0.345435,0.367692,0.548636,0.576616,0.080035,61
15/07/2022?20:00,0.584177,0.561254,0.878212,0.360945,0.368162,0.551209,0.573516,0.006157,63
15/07/2022?21:00,0.593608,0.55821,0.87486,0.371519,0.362057,0.556871,0.563773,0,62
15/07/2022?22:00,0.549598,0.542231,0.883799,0.386324,0.347734,0.522903,0.550044,0,62
15/07/2022?23:00,0.444638,0.450616,0.883799,0.326754,0.253815,0.485332,0.569088,0,61
16/07/2022?0:00,0.372511,0.447116,0.893855,0.22418,0.26579,0.580031,0.578831,0,62
16/07/2022?1:00,0.311037,0.414397,0.893855,0.154036,0.281521,0.590324,0.535872,0,56
16/07/2022?2:00,0.289906,0.397656,0.89162,0.124075,0.29467,0.571796,0.519043,0,51
16/07/2022?3:00,0.266853,0.384569,0.892737,0.105746,0.288331,0.572826,0.513729,0,53
16/07/2022?4:00,0.253755,0.382286,0.894972,0.152978,0.257572,0.575399,0.503543,0,52
16/07/2022?5:00,0.247293,0.398113,0.893855,0.224885,0.231275,0.576943,0.507529,0,51
16/07/2022?6:00,0.253406,0.393243,0.896089,0.277406,0.228927,0.57437,0.432684,0.005277,50
16/07/2022?7:00,0.307719,0.399635,0.896089,0.242157,0.232684,0.576428,0.467228,0.041337,51
16/07/2022?8:00,0.374258,0.397504,0.889385,0.158266,0.229631,0.572826,0.514615,0.165347,52
16/07/2022?9:00,0.42438,0.410288,0.89162,0.086359,0.240667,0.56562,0.539415,0.335972,53
16/07/2022?10:00,0.456514,0.410288,0.89162,0.054283,0.24325,0.563047,0.530115,0.430079,54
16/07/2022?11:00,0.463849,0.408918,0.892737,0.039126,0.236206,0.575399,0.517272,0.490765,52
16/07/2022?12:00,0.472581,0.407244,0.888268,0.031724,0.228223,0.564591,0.518601,0.549692,52
16/07/2022?13:00,0.471883,0.417592,0.892737,0.023264,0.238084,0.557385,0.534101,0.573439,50
16/07/2022?14:00,0.465945,0.412418,0.892737,0.029256,0.248415,0.548121,0.511515,0.547933,50
16/07/2022?15:00,0.450052,0.376655,0.890503,0.05252,0.243954,0.415337,0.539858,0.470536,53
16/07/2022?16:00,0.42438,0.386395,0.89162,0.118787,0.229866,0.446217,0.500443,0.439754,53
16/07/2022?17:00,0.42665,0.400852,0.890503,0.181882,0.201456,0.536284,0.478742,0.363237,52
16/07/2022?18:00,0.437653,0.382134,0.889385,0.157561,0.224935,0.540401,0.469885,0.238347,52
16/07/2022?19:00,0.445861,0.386547,0.89162,0.300317,0.199577,0.529593,0.439327,0.081794,53
16/07/2022?20:00,0.452672,0.332978,0.892737,0.06662,0.268373,0.54246,0.469885,0.014072,52
16/07/2022?21:00,0.482885,0.367828,0.893855,0.035249,0.29514,0.581575,0.532772,0,52
16/07/2022?22:00,0.446909,0.349566,0.896089,0.033134,0.273773,0.584148,0.519043,0,54
16/07/2022?23:00,0.360112,0.333739,0.897207,0.047938,0.24231,0.581575,0.515943,0,54
17/07/2022?0:00,0.289731,0.305433,0.894972,0.078957,0.234797,0.563562,0.424269,0,56
17/07/2022?1:00,0.243451,0.325369,0.898324,0.169898,0.217657,0.571796,0.39194,0,55
17/07/2022?2:00,0.218477,0.348805,0.896089,0.222771,0.217657,0.572826,0.393711,0,54
17/07/2022?3:00,0.197171,0.362958,0.898324,0.305957,0.207326,0.564591,0.35651,0,54
17/07/2022?4:00,0.175515,0.379242,0.897207,0.369052,0.221413,0.556356,0.30558,0,54
17/07/2022?5:00,0.159099,0.411201,0.896089,0.435671,0.224935,0.558415,0.306909,0,53
17/07/2022?6:00,0.154558,0.399939,0.897207,0.424392,0.216483,0.562017,0.296723,0.007916,52
17/07/2022?7:00,0.185121,0.391112,0.898324,0.351428,0.23151,0.56562,0.30558,0.061566,52
17/07/2022?8:00,0.226336,0.388069,0.897207,0.281988,0.239023,0.545033,0.318423,0.19613,54
17/07/2022?9:00,0.256898,0.417897,0.897207,0.315827,0.203804,0.510551,0.376882,0.358839,54
17/07/2022?10:00,0.278379,0.440877,0.894972,0.405005,0.205682,0.47298,0.285651,0.509235,52
17/07/2022?11:00,0.286762,0.445746,0.893855,0.342968,0.229631,0.445188,0.307795,0.605981,52
17/07/2022?12:00,0.300733,0.435246,0.892737,0.253437,0.229631,0.520329,0.314438,0.628848,53
17/07/2022?13:00,0.301607,0.464465,0.894972,0.266831,0.214839,0.532167,0.378654,0.671064,52
17/07/2022?14:00,0.295844,0.440116,0.893855,0.294325,0.18502,0.525476,0.357396,0.628848,52
17/07/2022?15:00,0.292875,0.416527,0.89162,0.262249,0.178446,0.528564,0.354739,0.598065,53
17/07/2022?16:00,0.317848,0.409831,0.89162,0.22982,0.199108,0.533711,0.364482,0.532982,54
17/07/2022?17:00,0.323961,0.384873,0.889385,0.161791,0.235266,0.53474,0.388397,0.376429,54
17/07/2022?18:00,0.332693,0.360524,0.889385,0.144519,0.23738,0.553268,0.411869,0.192612,55
17/07/2022?19:00,0.35627,0.359154,0.888268,0.162143,0.257572,0.551724,0.417183,0.055409,56
17/07/2022?20:00,0.357317,0.384569,0.890503,0.265421,0.246772,0.564076,0.395926,0.005277,56
17/07/2022?21:00,0.39277,0.444681,0.889385,0.406063,0.245363,0.564591,0.39814,0,58
17/07/2022?22:00,0.370241,0.455791,0.892737,0.551287,0.20756,0.473495,0.394597,0,64
17/07/2022?23:00,0.307021,0.454269,0.890503,0.647162,0.212726,0.400412,0.322409,0,66
18/07/2022?0:00,0.247642,0.451834,0.890503,0.659147,0.196055,0.42666,0.310009,0,64
18/07/2022?1:00,0.193503,0.476335,0.890503,0.596405,0.182907,0.559444,0.371125,0,62
18/07/2022?2:00,0.180405,0.488967,0.894972,0.567148,0.189951,0.569738,0.421612,0,61
18/07/2022?3:00,0.165037,0.476183,0.893855,0.564681,0.188777,0.567164,0.391497,0,62
18/07/2022?4:00,0.165561,0.471466,0.898324,0.568558,0.176332,0.568194,0.394597,0,62
18/07/2022?5:00,0.180056,0.445899,0.893855,0.542474,0.174454,0.571796,0.355624,0,61
18/07/2022?6:00,0.230003,0.398569,0.893855,0.467395,0.177976,0.568708,0.306023,0.002639,61
18/07/2022?7:00,0.365875,0.4599,0.89162,0.288333,0.338577,0.585692,0.36271,0.061566,64
18/07/2022?8:00,0.48533,0.50038,0.893855,0.251674,0.353135,0.594956,0.402569,0.234828,65
18/07/2022?9:00,0.522354,0.503881,0.856983,0.252027,0.339047,0.580031,0.391497,0.385224,62
18/07/2022?10:00,0.514845,0.498098,0.868156,0.203384,0.331064,0.577458,0.386625,0.506596,63
18/07/2022?11:00,0.520433,0.481053,0.82905,0.149806,0.314628,0.570252,0.399026,0.622691,63
18/07/2022?12:00,0.531959,0.499467,0.841341,0.143814,0.325663,0.56665,0.406554,0.680739,65
18/07/2022?13:00,0.560077,0.513468,0.852514,0.173423,0.322846,0.570767,0.409655,0.6781,66
18/07/2022?14:00,0.544359,0.5261,0.826816,0.184702,0.346325,0.574884,0.400797,0.663149,66
18/07/2022?15:00,0.52445,0.515447,0.83352,0.178005,0.349143,0.575914,0.408326,0.585752,68
18/07/2022?16:00,0.528117,0.50799,0.789944,0.18012,0.366283,0.580031,0.411426,0.495163,67
18/07/2022?17:00,0.528467,0.493989,0.810056,0.203736,0.365109,0.568708,0.411426,0.364116,67
18/07/2022?18:00,0.529514,0.481205,0.873743,0.212901,0.36417,0.576428,0.415855,0.198769,65
18/07/2022?19:00,0.531785,0.453203,0.869274,0.17589,0.387415,0.573855,0.413198,0.05365,67
18/07/2022?20:00,0.540168,0.465835,0.87486,0.140289,0.430383,0.583634,0.415855,0.026385,67
18/07/2022?21:00,0.548725,0.478466,0.880447,0.105041,0.473585,0.593927,0.418512,0,67
18/07/2022?22:00,0.51956,0.453356,0.878212,0.086006,0.453862,0.597015,0.405226,0,67
18/07/2022?23:00,0.408313,0.323391,0.880447,0.052168,0.27213,0.602676,0.40744,0,65
19/07/2022?0:00,0.326231,0.311825,0.880447,0.044766,0.261799,0.60422,0.40124,0,65
19/07/2022?1:00,0.289731,0.306955,0.880447,0.029256,0.260859,0.607308,0.406112,0,65
19/07/2022?2:00,0.269473,0.307716,0.889385,0.029256,0.258511,0.610396,0.406997,0,64
19/07/2022?3:00,0.255152,0.305281,0.894972,0.035953,0.251702,0.595986,0.41364,0,65
19/07/2022?4:00,0.247468,0.308477,0.898324,0.047585,0.245832,0.595471,0.418512,0,66
19/07/2022?5:00,0.256724,0.316086,0.894972,0.058865,0.248885,0.600618,0.418512,0,64
19/07/2022?6:00,0.298812,0.299193,0.898324,0.063447,0.229397,0.593927,0.403012,0.003518,63
19/07/2022?7:00,0.404122,0.388221,0.894972,0.038421,0.358535,0.624292,0.398583,0.056288,63
19/07/2022?8:00,0.504017,0.409222,0.894972,0.013747,0.369101,0.605764,0.410097,0.210202,60
19/07/2022?9:00,0.534579,0.42094,0.837989,0.00987,0.365109,0.584663,0.413198,0.376429,62
19/07/2022?10:00,0.557283,0.445899,0.804469,0.024674,0.366048,0.575914,0.415412,0.518909,62
19/07/2022?11:00,0.56357,0.471009,0.807821,0.052873,0.363466,0.569738,0.410097,0.620053,61
19/07/2022?12:00,0.56322,0.473748,0.853631,0.063095,0.346795,0.562017,0.399469,0.670185,62
19/07/2022?13:00,0.580685,0.486227,0.87933,0.056398,0.359474,0.562017,0.411869,0.665787,64
19/07/2022?14:00,0.574572,0.490641,0.859218,0.05393,0.374031,0.560988,0.418512,0.643799,67
19/07/2022?15:00,0.57335,0.490184,0.843575,0.066972,0.378962,0.563562,0.412755,0.611258,67
19/07/2022?16:00,0.574747,0.48988,0.842458,0.108565,0.375675,0.566135,0.415855,0.507476,67
19/07/2022?17:00,0.568634,0.486836,0.831285,0.113853,0.395163,0.569223,0.421169,0.400176,62
19/07/2022?18:00,0.571429,0.474509,0.870391,0.111738,0.410425,0.585178,0.421169,0.218118,63
19/07/2022?19:00,0.574572,0.467509,0.87486,0.126542,0.432261,0.585692,0.422941,0.051011,63
19/07/2022?20:00,0.56322,0.462487,0.877095,0.152978,0.427565,0.58878,0.404783,0.003518,61
19/07/2022?21:00,0.585749,0.4599,0.883799,0.169193,0.410895,0.589295,0.405226,0,67
19/07/2022?22:00,0.532833,0.454421,0.889385,0.140642,0.414886,0.595986,0.409655,0,68
19/07/2022?23:00,0.42927,0.364632,0.890503,0.129714,0.287391,0.599588,0.399026,0,67
20/07/2022?0:00,0.341774,0.345914,0.892737,0.090589,0.278939,0.594442,0.41364,0,66
20/07/2022?1:00,0.29759,0.321717,0.889385,0.0497,0.272364,0.594956,0.408326,0,65
20/07/2022?2:00,0.270171,0.302694,0.893855,0.031724,0.262033,0.58878,0.39814,0,65
20/07/2022?3:00,0.257597,0.286714,0.896089,0.022559,0.23691,0.58878,0.408326,0,68
20/07/2022?4:00,0.249039,0.295693,0.896089,0.039831,0.240197,0.593927,0.403454,0,67
20/07/2022?5:00,0.250262,0.289454,0.898324,0.04829,0.235266,0.593412,0.384854,0,64
20/07/2022?6:00,0.305798,0.282453,0.894972,0.036658,0.23151,0.594442,0.383082,0.008795,61
20/07/2022?7:00,0.408488,0.368589,0.898324,0.025731,0.35243,0.600103,0.384854,0.064204,61
20/07/2022?8:00,0.480964,0.382742,0.893855,0.012689,0.355952,0.590324,0.378654,0.19701,62
20/07/2022?9:00,0.513098,0.407548,0.898324,0.010927,0.358535,0.577972,0.379539,0.350044,62
20/07/2022?10:00,0.531261,0.418658,0.896089,0.01128,0.347265,0.570767,0.368025,0.495163,61
20/07/2022?11:00,0.537373,0.437529,0.894972,0.016214,0.342569,0.56665,0.375554,0.602463,61
20/07/2022?12:00,0.563744,0.456095,0.893855,0.023264,0.353135,0.557385,0.387511,0.645558,60
20/07/2022?13:00,0.575096,0.465835,0.893855,0.040183,0.358065,0.551209,0.387954,0.653474,59
20/07/2022?14:00,0.57789,0.468878,0.896089,0.05534,0.352665,0.555841,0.389283,0.64204,57
20/07/2022?15:00,0.564268,0.472074,0.892737,0.073317,0.359004,0.5579,0.391497,0.585752,58
20/07/2022?16:00,0.560426,0.477857,0.89162,0.091294,0.374971,0.559444,0.399911,0.497801,57
20/07/2022?17:00,0.555885,0.454725,0.892737,0.111033,0.364874,0.555841,0.391497,0.373791,57
20/07/2022?18:00,0.553964,0.425963,0.89162,0.109623,0.357361,0.562532,0.387954,0.229551,59
20/07/2022?19:00,0.551519,0.414701,0.889385,0.11914,0.371918,0.5579,0.396368,0.082674,61
20/07/2022?20:00,0.558505,0.428702,0.893855,0.143461,0.389293,0.559444,0.406112,0.008795,63
20/07/2022?21:00,0.57562,0.435398,0.890503,0.199154,0.368631,0.569223,0.392826,0,63
20/07/2022?22:00,0.496682,0.43068,0.890503,0.200211,0.35877,0.571282,0.393711,0,64
20/07/2022?23:00,0.407789,0.376503,0.893855,0.18294,0.285043,0.590324,0.378654,0,64
21/07/2022?0:00,0.344743,0.383503,0.893855,0.188932,0.292792,0.590839,0.377768,0,64
21/07/2022?1:00,0.289382,0.409375,0.892737,0.193162,0.327072,0.594956,0.379539,0,63
21/07/2022?2:00,0.276633,0.408918,0.899441,0.216778,0.319793,0.584148,0.368911,0,64
21/07/2022?3:00,0.265456,0.432659,0.897207,0.264364,0.322846,0.586722,0.370682,0,64
21/07/2022?4:00,0.258994,0.448638,0.898324,0.354952,0.293731,0.586722,0.357839,0,64
21/07/2022?5:00,0.264059,0.465835,0.893855,0.492774,0.23738,0.55018,0.375554,0,62
21/07/2022?6:00,0.319769,0.434789,0.899441,0.573493,0.207795,0.398868,0.364039,0.007036,61
21/07/2022?7:00,0.439225,0.52336,0.897207,0.516743,0.352665,0.397324,0.401683,0.045734,64
21/07/2022?8:00,0.523577,0.567189,0.893855,0.344025,0.448932,0.497684,0.420283,0.163588,62
21/07/2022?9:00,0.580335,0.631563,0.832402,0.443779,0.418643,0.569223,0.410983,0.343008,64
21/07/2022?10:00,0.610374,0.636281,0.797765,0.657737,0.326837,0.388574,0.410097,0.520668,62
21/07/2022?11:00,0.622075,0.627606,0.841341,0.572436,0.337638,0.382913,0.411869,0.615655,60
21/07/2022?12:00,0.629934,0.625019,0.803352,0.419457,0.351256,0.551209,0.423384,0.649956,62
21/07/2022?13:00,0.63657,0.599148,0.842458,0.307367,0.368162,0.549151,0.439327,0.656992,63
21/07/2022?14:00,0.640761,0.5958,0.824581,0.242862,0.408547,0.555327,0.451727,0.626209,63
21/07/2022?15:00,0.627838,0.574494,0.853631,0.195629,0.412773,0.568708,0.437998,0.585752,63
21/07/2022?16:00,0.626266,0.55258,0.861453,0.157208,0.419817,0.570252,0.441098,0.512753,64
21/07/2022?17:00,0.618582,0.535535,0.843575,0.157561,0.428504,0.572311,0.435784,0.402814,62
21/07/2022?18:00,0.606182,0.493228,0.859218,0.148749,0.428035,0.571282,0.41054,0.221636,62
21/07/2022?19:00,0.598498,0.472531,0.870391,0.128305,0.44494,0.572826,0.421169,0.056288,65
21/07/2022?20:00,0.598673,0.450008,0.869274,0.115263,0.4332,0.57437,0.419841,0.003518,65
21/07/2022?21:00,0.602689,0.446203,0.87486,0.11632,0.416295,0.583119,0.431798,0,65
21/07/2022?22:00,0.541914,0.427789,0.875978,0.107155,0.396337,0.586722,0.423384,0,65
21/07/2022?23:00,0.438351,0.332217,0.873743,0.081777,0.261564,0.590839,0.429141,0,65
22/07/2022?0:00,0.372511,0.333891,0.87933,0.071907,0.26579,0.591868,0.435341,0,66
22/07/2022?1:00,0.31453,0.324912,0.878212,0.090589,0.257807,0.595471,0.397697,0,65
22/07/2022?2:00,0.287985,0.329478,0.877095,0.137822,0.241841,0.585692,0.391054,0,65
22/07/2022?3:00,0.259867,0.338457,0.888268,0.194924,0.222822,0.583119,0.378211,0,66
22/07/2022?4:00,0.262836,0.366002,0.886034,0.261544,0.220944,0.583634,0.378654,0,66
22/07/2022?5:00,0.266329,0.380003,0.886034,0.286923,0.223292,0.591354,0.376439,0,65
22/07/2022?6:00,0.313832,0.37285,0.883799,0.315122,0.20803,0.558415,0.375554,0.005277,66
22/07/2022?7:00,0.424031,0.437224,0.886034,0.263659,0.355717,0.479671,0.387068,0.058927,66
22/07/2022?8:00,0.502096,0.47314,0.884916,0.171308,0.384597,0.608338,0.382197,0.182938,66
22/07/2022?9:00,0.553615,0.495358,0.844693,0.16884,0.386945,0.59753,0.386182,0.351803,65
22/07/2022?10:00,0.57789,0.523056,0.848045,0.253789,0.342569,0.590324,0.374225,0.502199,63
22/07/2022?11:00,0.599371,0.53797,0.843575,0.35883,0.335994,0.447247,0.375996,0.593668,63
22/07/2022?12:00,0.609151,0.558819,0.827933,0.311244,0.356891,0.494596,0.39814,0.64292,62
22/07/2022?13:00,0.629759,0.560341,0.863687,0.253084,0.355483,0.559444,0.399026,0.662269,62
22/07/2022?14:00,0.6219,0.559123,0.815642,0.267184,0.360413,0.559444,0.40124,0.636763,60
22/07/2022?15:00,0.612644,0.564906,0.854749,0.267889,0.362292,0.557385,0.421612,0.591029,62
22/07/2022?16:00,0.610723,0.562928,0.875978,0.253789,0.385771,0.555841,0.421612,0.510994,64
22/07/2022?17:00,0.606182,0.529448,0.872626,0.257314,0.373092,0.555327,0.410983,0.382586,64
22/07/2022?18:00,0.609675,0.503576,0.87933,0.24392,0.37004,0.555841,0.426926,0.238347,64
22/07/2022?19:00,0.619804,0.469031,0.878212,0.179415,0.391641,0.555841,0.450399,0.073879,62
22/07/2022?20:00,0.606008,0.444833,0.880447,0.095523,0.373327,0.570252,0.543844,0.003518,62
22/07/2022?21:00,0.609501,0.422462,0.877095,0.067677,0.369101,0.57437,0.521258,0,61
22/07/2022?22:00,0.549773,0.402983,0.87933,0.052168,0.35243,0.585692,0.503543,0,63
22/07/2022?23:00,0.454418,0.322782,0.892737,0.047233,0.24278,0.582604,0.480514,0,63
23/07/2022?0:00,0.383688,0.29615,0.89162,0.038068,0.253346,0.575399,0.399911,0,67
23/07/2022?1:00,0.328851,0.283518,0.888268,0.024674,0.258277,0.569223,0.379982,0,59
23/07/2022?2:00,0.298289,0.277583,0.887151,0.014804,0.26039,0.574884,0.367582,0,58
23/07/2022?3:00,0.271394,0.262213,0.892737,0.014452,0.24325,0.57437,0.353853,0,58
23/07/2022?4:00,0.260915,0.260234,0.889385,0.013747,0.242545,0.578487,0.348096,0,58
23/07/2022?5:00,0.255676,0.268757,0.890503,0.013394,0.253815,0.580546,0.351196,0,57
23/07/2022?6:00,0.256898,0.267844,0.89162,0.016567,0.248885,0.58106,0.351196,0.003518,55
23/07/2022?7:00,0.307894,0.267387,0.89162,0.022207,0.238319,0.576428,0.34411,0.050132,53
23/07/2022?8:00,0.384038,0.297976,0.890503,0.016567,0.246537,0.572311,0.363596,0.177661,54
23/07/2022?9:00,0.438875,0.318369,0.886034,0.017272,0.235736,0.562532,0.356953,0.368514,53
